name,date_utc,success,cores,rocket,payloads,launchpad,core_flight,core_reused,landing_attempt,landing_success,landing_type,landpad,rocket_name,Class
Starlink-10 (v1.0) & SkySat 19-21,2020-08-18T14:31:00.000Z,True,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5ed9859f1f30554030d45c3f'],5e9e4501f509094ba4566f84,6,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
"SAOCOM 1B, GNOMES-1, Tyvak-0172",2020-08-30T23:18:00.000Z,True,"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",5e9d0d95eda69973a809d1ec,['5eb0e4d1b6c3bb0006eeb259'],5e9e4501f509094ba4566f84,4,True,True,True,RTLS,5e9e3032383ecb267a34e7c7,Falcon 9,1
Starlink-11 (v1.0),2020-09-03T12:46:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5ef6a4600059c33cee4a829e'],5e9e4502f509094188566f88,2,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-12 (v1.0),2020-10-06T11:29:00.000Z,True,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5ef6a48e0059c33cee4a829f'],5e9e4502f509094188566f88,3,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-13 (v1.0),2020-10-18T12:25:00.000Z,True,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5ef6a4d50059c33cee4a82a1'],5e9e4502f509094188566f88,6,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-14 (v1.0),2020-10-24T15:31:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['5ef6a4ea0059c33cee4a82a2'],5e9e4501f509094ba4566f84,3,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
GPS III SV04 (Sacagawea),2020-11-05T23:24:00.000Z,True,"[{'core': '5f57c5440622a633027900a0', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5eb0e4d2b6c3bb0006eeb25e'],5e9e4501f509094ba4566f84,1,False,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Crew-1,2020-11-16T00:27:00.000Z,True,"[{'core': '5f57c53d0622a6330279009f', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['5eb0e4d2b6c3bb0006eeb25f'],5e9e4502f509094188566f88,1,False,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Sentinel-6 Michael Freilich,2020-11-21T17:17:00.000Z,True,"[{'core': '5f57c54a0622a633027900a1', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",5e9d0d95eda69973a809d1ec,['5ed9867c1f30554030d45c40'],5e9e4502f509092b78566f87,1,False,True,True,RTLS,5e9e3032383ecb554034e7c9,Falcon 9,1
Starlink-15 (v1.0),2020-11-25T02:13:00.000Z,True,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5fb95c263a88ae63c9546044'],5e9e4501f509094ba4566f84,7,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
CRS-21,2020-12-06T16:17:00.000Z,True,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5eb0e4d3b6c3bb0006eeb262'],5e9e4502f509094188566f88,4,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
SXM-7,2020-12-13T17:30:00.000Z,True,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['5eb0e4d2b6c3bb0006eeb25d'],5e9e4501f509094ba4566f84,7,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
NROL-108,2020-12-19T14:00:00.000Z,True,"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",5e9d0d95eda69973a809d1ec,['5f839ac7818d8b59f5740d48'],5e9e4502f509094188566f88,5,True,True,True,RTLS,5e9e3032383ecb267a34e7c7,Falcon 9,1
Turksat 5A,2021-01-08T02:15:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['5eb0e4d3b6c3bb0006eeb264'],5e9e4501f509094ba4566f84,4,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Starlink-16 (v1.0),2021-01-20T13:02:00.000Z,True,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['5fbfedba54ceb10a5664c813'],5e9e4502f509094188566f88,8,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Transporter-1,2021-01-24T15:00:00.000Z,True,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5fd3871a7faea57d297c86c6'],5e9e4501f509094ba4566f84,5,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-18 (v1.0),2021-02-04T06:19:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5ff655769257f579ee3a6c64'],5e9e4501f509094ba4566f84,5,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-19 (v1.0),2021-02-16T03:59:00.000Z,True,"[{'core': '5e9e28a7f359187afd3b2662', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['600f9bc08f798e2a4d5f97a4'],5e9e4501f509094ba4566f84,6,True,True,False,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,0
Starlink-17 (v1.0),2021-03-04T08:24:00.000Z,True,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5fbfedc654ceb10a5664c814'],5e9e4502f509094188566f88,8,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-20 (v1.0),2021-03-11T08:13:00.000Z,True,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['600f9bcb8f798e2a4d5f97a5'],5e9e4501f509094ba4566f84,6,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Starlink-21 (v1.0),2021-03-14T10:01:00.000Z,True,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['600f9bd88f798e2a4d5f97a6'],5e9e4502f509094188566f88,9,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-22 (v1.0),2021-03-24T08:28:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['60428afbc041c16716f73cdd'],5e9e4501f509094ba4566f84,6,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-23 (v1.0),2021-04-07T16:34:00.000Z,True,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['60428b02c041c16716f73cde'],5e9e4501f509094ba4566f84,7,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Crew-2,2021-04-23T09:49:00.000Z,True,"[{'core': '5f57c53d0622a6330279009f', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5fe3b3adb3467846b3242173'],5e9e4502f509094188566f88,2,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-24 (v1.0),2021-04-29T03:44:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['605b4be3aa5433645e37d046'],5e9e4501f509094ba4566f84,7,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Starlink-25 (v1.0),2021-05-04T19:01:00.000Z,True,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['605b4befaa5433645e37d047'],5e9e4502f509094188566f88,9,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-27 (v1.0),2021-05-09T06:42:00.000Z,True,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['6079bd5e9a06446e8c61bf7c'],5e9e4501f509094ba4566f84,10,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15T22:54:00.000Z,True,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,"['605b4bfcaa5433645e37d048', '609f48374a12e4692eae4667', '609f49c64a12e4692eae4668']",5e9e4502f509094188566f88,8,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink-28 (v1.0),2021-05-26T18:59:00.000Z,True,"[{'core': '5f57c54a0622a633027900a1', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['6079bd679a06446e8c61bf7d'],5e9e4501f509094ba4566f84,2,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
CRS-22 & IROSA,2021-06-03T17:29:00.000Z,True,"[{'core': '60b800111f83cc1e59f16438', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5fe3b642b3467846b324217b'],5e9e4502f509094188566f88,1,False,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
SXM-8,2021-06-06T04:26:00.000Z,True,"[{'core': '5f57c53d0622a6330279009f', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['5fe3b57db3467846b324217a'],5e9e4501f509094ba4566f84,3,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
GPS III SV05,2021-06-17T16:09:00.000Z,True,"[{'core': '5f57c5440622a633027900a0', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['5eb0e4d2b6c3bb0006eeb261'],5e9e4501f509094ba4566f84,2,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Transporter-2,2021-06-30T19:31:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",5e9d0d95eda69973a809d1ec,['608ac397eb3e50044e3630e7'],5e9e4501f509094ba4566f84,8,True,True,True,RTLS,5e9e3032383ecb267a34e7c7,Falcon 9,1
CRS-23,2021-08-29T07:14:00.000Z,True,"[{'core': '5f57c53d0622a6330279009f', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",5e9d0d95eda69973a809d1ec,['5fe3c4f2b3467846b3242193'],5e9e4502f509094188566f88,4,True,True,True,ASDS,5e9e3033383ecb075134e7cd,Falcon 9,1
Starlink 2-1 (v1.5),2021-09-14T03:55:00.000Z,True,"[{'core': '5e9e28a5f3591833b13b2659', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['60e3bf3373359e1e20335c3c'],5e9e4502f509092b78566f87,10,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Inspiration4,2021-09-16T00:02:00.000Z,True,"[{'core': '5f57c5440622a633027900a0', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['607a382f5a906a44023e0867'],5e9e4502f509094188566f88,3,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Crew-3,2021-11-11T02:03:00.000Z,True,"[{'core': '60b800111f83cc1e59f16438', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",5e9d0d95eda69973a809d1ec,['5fe3b3bab3467846b3242174'],5e9e4502f509094188566f88,2,True,True,True,ASDS,5e9e3033383ecb075134e7cd,Falcon 9,1
Starlink 4-1 (v1.5),2021-11-13T12:40:00.000Z,True,"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['618fabf0563d69573ed8caa6'],5e9e4501f509094ba4566f84,9,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
DART,2021-11-24T06:20:00.000Z,True,"[{'core': '5f57c54a0622a633027900a1', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['5fe3c4a6b3467846b3242192'],5e9e4502f509092b78566f87,2,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Starlink 4-3 (v1.5),2021-12-01T23:20:00.000Z,True,"[{'core': '5ef670f10059c33cee4a826c', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",5e9d0d95eda69973a809d1ec,['6161d0f26db1a92bfba85355'],5e9e4501f509094ba4566f84,9,True,True,True,ASDS,5e9e3033383ecb075134e7cd,Falcon 9,1
IXPE,2021-12-09T06:00:00.000Z,True,"[{'core': '5f57c53d0622a6330279009f', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['61c1f395a4a2462678cbf46e'],5e9e4502f509094188566f88,5,True,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
Starlink 4-4 (v1.5),2021-12-18T12:41:40.000Z,True,"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 11, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",5e9d0d95eda69973a809d1ec,['61bbac16437241381bf70632'],5e9e4502f509092b78566f87,11,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,Falcon 9,1
Türksat 5B,2021-12-19T03:58:00.000Z,True,"[{'core': '60b800111f83cc1e59f16438', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",5e9d0d95eda69973a809d1ec,['5fe3c080b3467846b3242190'],5e9e4501f509094ba4566f84,3,True,True,True,ASDS,5e9e3033383ecb075134e7cd,Falcon 9,1
CRS-24,2021-12-21T10:06:00.000Z,True,"[{'core': '61c1ef45a4a2462678cbf45d', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",5e9d0d95eda69973a809d1ec,['6161d22a6db1a92bfba85357'],5e9e4502f509094188566f88,1,False,True,True,ASDS,5e9e3033383ecbb9e534e7cc,Falcon 9,1
